"user_id","artistname","trackname","playlistname"
"c50566d83fba17b20697039d5824db78","Badboxes","The Mystery","October 2013"
"c50566d83fba17b20697039d5824db78","Citizen","The Night I Drove Alone","October 2013"
"c50566d83fba17b20697039d5824db78","Fucked Up","The Other Shoe","October 2013"
"c50566d83fba17b20697039d5824db78","Emanuel and the Fear","The Rain Becomes The Clouds","October 2013"
"c50566d83fba17b20697039d5824db78","Dominik Hauser","The Rains of Castamere (From Game of Thrones) (Single Cover)","October 2013"
"c50566d83fba17b20697039d5824db78","The Airborne Toxic Event","The Secret","October 2013"
"c50566d83fba17b20697039d5824db78","R.E.M.","The Sidewinder Sleeps Tonite","October 2013"
"c50566d83fba17b20697039d5824db78","The Airborne Toxic Event","The Storm","October 2013"
"c50566d83fba17b20697039d5824db78","The Airborne Toxic Event","The Way Home","October 2013"
"c50566d83fba17b20697039d5824db78","The Mountain Goats","This Year","October 2013"
"c50566d83fba17b20697039d5824db78","The Mother Hips","Time We Had","October 2013"
"c50566d83fba17b20697039d5824db78","The Airborne Toxic Event","Timeless","October 2013"
"c50566d83fba17b20697039d5824db78","Jonathan Johansson","Tunt som ett löfte","October 2013"
"c50566d83fba17b20697039d5824db78","Marina and The Diamonds","Valley Of The Dolls","October 2013"
"c50566d83fba17b20697039d5824db78","Panic! At The Disco","Vegas Lights","October 2013"
"c50566d83fba17b20697039d5824db78","Lars Winnerbäck","Vem som helst blues","October 2013"
"c50566d83fba17b20697039d5824db78","Woe, Is Me","Vengeance","October 2013"
"c50566d83fba17b20697039d5824db78","New Model Army","Vengeance - Vengeance Album","October 2013"
"c50566d83fba17b20697039d5824db78","Toni Holgersson","Vykort","October 2013"
"c50566d83fba17b20697039d5824db78","The Naked And Famous","Waltz","October 2013"
"c50566d83fba17b20697039d5824db78","Pale Houses","Wayward Sire","October 2013"
"c50566d83fba17b20697039d5824db78","Youngblood Hawke","We Come Running","October 2013"
"c50566d83fba17b20697039d5824db78","The Airborne Toxic Event","What's in a Name?","October 2013"
"c50566d83fba17b20697039d5824db78","The Belle Brigade","Where Not To Look For Freedom","October 2013"
"c50566d83fba17b20697039d5824db78","Frank Ocean","White","October 2013"
"c50566d83fba17b20697039d5824db78","Dido","White Flag","October 2013"
"c50566d83fba17b20697039d5824db78","Arctic Monkeys","Who The Fuck Are Arctic Monkeys?","October 2013"
"c50566d83fba17b20697039d5824db78","Dire Straits","Why Worry?","October 2013"
"c50566d83fba17b20697039d5824db78","Belle & Sebastian","Wrapped Up In Books","October 2013"
"c50566d83fba17b20697039d5824db78","Bear's Den","Writing On the Wall","October 2013"
"c50566d83fba17b20697039d5824db78","The Shins","Young Pilgrims","October 2013"
"c50566d83fba17b20697039d5824db78","The Wombats","Your Body Is A Weapon","October 2013"
"c50566d83fba17b20697039d5824db78","Dire Straits","Your Latest Trick","October 2013"
"c50566d83fba17b20697039d5824db78","Oberhofer","Yr Face","October 2013"
"c50566d83fba17b20697039d5824db78","Touché Amoré","~","October 2013"
"c50566d83fba17b20697039d5824db78","Astrid S","2AM","October 2014"
"c50566d83fba17b20697039d5824db78","Llojd","70/30","October 2014"
"c50566d83fba17b20697039d5824db78","Bear's Den","Above The Clouds Of Pompeii","October 2014"
"c50566d83fba17b20697039d5824db78","Ray LaMontagne","Airwaves","October 2014"
"c50566d83fba17b20697039d5824db78","Caribou","All I Ever Need","October 2014"
"c50566d83fba17b20697039d5824db78","Hozier","Angel Of Small Death & The Codeine Scene","October 2014"
"c50566d83fba17b20697039d5824db78","Kleerup","As If We Never Won","October 2014"
"c50566d83fba17b20697039d5824db78","The Antlers","Bear","October 2014"
"c50566d83fba17b20697039d5824db78","The Wannadies","Big Fan","October 2014"
"c50566d83fba17b20697039d5824db78","Phantogram","Black Out Days","October 2014"
"c50566d83fba17b20697039d5824db78","King Krule","Bleak Bake","October 2014"
"c50566d83fba17b20697039d5824db78","XOV","Boys Don't Cry","October 2014"
"c50566d83fba17b20697039d5824db78","Neil Young","Campaigner","October 2014"
"c50566d83fba17b20697039d5824db78","Caribou","Can't Do Without You","October 2014"
"c50566d83fba17b20697039d5824db78","Phantogram","Celebrating Nothing","October 2014"
"c50566d83fba17b20697039d5824db78","OMI","Cheerleader","October 2014"
"c50566d83fba17b20697039d5824db78","OMI","Cheerleader - Felix Jaehn Remix Radio Edit","October 2014"
"c50566d83fba17b20697039d5824db78","Slowdive","Dagger","October 2014"
"c50566d83fba17b20697039d5824db78","Thin Lizzy","Dancing In The Moonlight","October 2014"
"c50566d83fba17b20697039d5824db78","Caribou","Dive","October 2014"
"c50566d83fba17b20697039d5824db78","Neil Young","Down To The Wire","October 2014"
"c50566d83fba17b20697039d5824db78","Bear's Den","Elysium","October 2014"
"c50566d83fba17b20697039d5824db78","Kendrick Lamar","F*ck Your Ethnicity","October 2014"
"c50566d83fba17b20697039d5824db78","Casa del Mirto","Faces","October 2014"
"c50566d83fba17b20697039d5824db78","Marit Larsen","Faith & Science","October 2014"
"c50566d83fba17b20697039d5824db78","Hozier","Foreigner's God","October 2014"
"c50566d83fba17b20697039d5824db78","Ella Henderson","Hard Work","October 2014"
"c50566d83fba17b20697039d5824db78","Neil Young","Helpless","October 2014"
"c50566d83fba17b20697039d5824db78","Popsicle","Histrionics","October 2014"
"c50566d83fba17b20697039d5824db78","Crystal Rock & Hornyshakerz","How Will I Know (Original Mix Edit)","October 2014"
"c50566d83fba17b20697039d5824db78","Whitney Houston","How Will I Know - Acappella","October 2014"
"c50566d83fba17b20697039d5824db78","Phantogram","Howling At The Moon","October 2014"
"c50566d83fba17b20697039d5824db78","Nari","I Got My Eye On You - Cristian Marchi & Paolo Sandrini Perfect Edit","October 2014"
"c50566d83fba17b20697039d5824db78","The Antlers","I'm Hibernating","October 2014"
"c50566d83fba17b20697039d5824db78","Sam Smith","I'm Not The Only One","October 2014"
"c50566d83fba17b20697039d5824db78","Hozier","Jackie And Wilson","October 2014"
"c50566d83fba17b20697039d5824db78","Håkan Hellström","Jag var bara inte gjord för dessa dar","October 2014"
"c50566d83fba17b20697039d5824db78","Kleerup","Let Me In","October 2014"
"c50566d83fba17b20697039d5824db78","Hozier","Like Real People Do","October 2014"
"c50566d83fba17b20697039d5824db78","Masshysteri","Låt dom hata oss","October 2014"
"c50566d83fba17b20697039d5824db78","Zara Larsson","Never Gonna Die","October 2014"
"c50566d83fba17b20697039d5824db78","Popsicle","Never Know","October 2014"
"c50566d83fba17b20697039d5824db78","Phantogram","Nothing But Trouble","October 2014"
"c50566d83fba17b20697039d5824db78","Kleerup","Rock U","October 2014"
"c50566d83fba17b20697039d5824db78","Kleerup","Sad Boys","October 2014"
"c50566d83fba17b20697039d5824db78","Hozier","Sedated","October 2014"
"c50566d83fba17b20697039d5824db78","Ray LaMontagne","She's the One","October 2014"
"c50566d83fba17b20697039d5824db78","Shannon Saunders","Silly Little Things","October 2014"
"c50566d83fba17b20697039d5824db78","Caribou","Silver","October 2014"
"c50566d83fba17b20697039d5824db78","The Plan","Slow Fall","October 2014"
"c50566d83fba17b20697039d5824db78","Neil Young","Star Of Bethlehem","October 2014"
"c50566d83fba17b20697039d5824db78","She & Him","Stay Awhile","October 2014"
"c50566d83fba17b20697039d5824db78","Connie Francis","Stupid Cupid","October 2014"
"c50566d83fba17b20697039d5824db78","AlunaGeorge","Supernatural","October 2014"
"c50566d83fba17b20697039d5824db78","Popsicle","Ten","October 2014"
"c50566d83fba17b20697039d5824db78","Kleerup","Thank God For Sending Demons","October 2014"
"c50566d83fba17b20697039d5824db78","Phantogram","The Day You Died","October 2014"
"c50566d83fba17b20697039d5824db78","Roxette","The Look","October 2014"
"c50566d83fba17b20697039d5824db78","Neil Young","The Needle And The Damage Done","October 2014"
"c50566d83fba17b20697039d5824db78","Nina Simone","The Other Woman","October 2014"
"c50566d83fba17b20697039d5824db78","Ryan Bingham","The Weary Kind [Theme From Crazy Heart]","October 2014"
"c50566d83fba17b20697039d5824db78","Hozier","To Be Alone","October 2014"
"c50566d83fba17b20697039d5824db78","Håkan Hellström","Uppsnärjd i det blå","October 2014"
"c50566d83fba17b20697039d5824db78","Ta-ku","Beggining To End","Overdue"
"c50566d83fba17b20697039d5824db78","Radiohead","Bones","Overdue"
"c50566d83fba17b20697039d5824db78","Honeyblood","Bud","Overdue"
"c50566d83fba17b20697039d5824db78","Alain Planes","Debussy - Suite Bergamasque: Clair De Lune","Overdue"
"c50566d83fba17b20697039d5824db78","Joy Wants Eternity","From Embrace To Embrace","Overdue"
"c50566d83fba17b20697039d5824db78","Ulver","Glamour Box (ostinati)","Overdue"
"c50566d83fba17b20697039d5824db78","The Stone Roses","I Wanna Be Adored","Overdue"
"c50566d83fba17b20697039d5824db78","Me Succeeds","Rongorongo - Christian Löffler Remix","Overdue"
"c50566d83fba17b20697039d5824db78","Daughter","Smother","Overdue"
"c50566d83fba17b20697039d5824db78","Death Cab for Cutie","Soul Meets Body","Overdue"
"c50566d83fba17b20697039d5824db78","Wild Nothing","Summer Holiday","Overdue"
"c50566d83fba17b20697039d5824db78","The Joy Formidable","This Ladder Is Ours","Overdue"
"c50566d83fba17b20697039d5824db78","Angel Olsen","White Fire","Overdue"
"c50566d83fba17b20697039d5824db78","Drowners","You Keep Showing Up (Digital Bonus Track)","Overdue"
"c50566d83fba17b20697039d5824db78","Explosions In The Sky","Your Hand In Mine","Overdue"
"c50566d83fba17b20697039d5824db78","Rank 1","Airwave - 21st Century Edit","September 2014"
"c50566d83fba17b20697039d5824db78","Interpol","All The Rage Back Home","September 2014"
"c50566d83fba17b20697039d5824db78","Imperiet","Alltid rött alltid rätt","September 2014"
"c50566d83fba17b20697039d5824db78","Nada Surf","Always Love","September 2014"
"c50566d83fba17b20697039d5824db78","Interpol","Ancient Ways","September 2014"
"c50566d83fba17b20697039d5824db78","Interpol","Anywhere","September 2014"
"c50566d83fba17b20697039d5824db78","Broder Daniel","Army Of Dreamers","September 2014"
"c50566d83fba17b20697039d5824db78","Enrique Iglesias","Bailando - English Version","September 2014"
"c50566d83fba17b20697039d5824db78","Jessie J","Bang Bang","September 2014"
"c50566d83fba17b20697039d5824db78","Boeoes Kaelstigen","Be the Lights (feat. Name the Pet) (Gabriel Gassi Remix)","September 2014"
"c50566d83fba17b20697039d5824db78","Nothing","Bent Nail","September 2014"
"c50566d83fba17b20697039d5824db78","Imperiet","Blå himlen blues","September 2014"
"c50566d83fba17b20697039d5824db78","Local Natives","Bowery","September 2014"
"c50566d83fba17b20697039d5824db78","Interpol","Breaker 1","September 2014"
"c50566d83fba17b20697039d5824db78","Broder Daniel","Burn Heart Burn","September 2014"
"c50566d83fba17b20697039d5824db78","Sia","Burn the Pages","September 2014"
"c50566d83fba17b20697039d5824db78","Imperiet","CC Cowboys","September 2014"
"c50566d83fba17b20697039d5824db78","alt-J","Choice Kingdom","September 2014"
"c50566d83fba17b20697039d5824db78","Broder Daniel","Dark Star","September 2014"
"c50566d83fba17b20697039d5824db78","Nothing","Dig","September 2014"
"c50566d83fba17b20697039d5824db78","Jamie T","Don't You Find","September 2014"
"c50566d83fba17b20697039d5824db78","Frida Sundemo","Drawn to You","September 2014"
"c50566d83fba17b20697039d5824db78","The Coral","Dreaming of You","September 2014"
"c50566d83fba17b20697039d5824db78","Broder Daniel","Dump For Broken Dreams","September 2014"
"c50566d83fba17b20697039d5824db78","The Jezabels","Easy To Love","September 2014"
"c50566d83fba17b20697039d5824db78","Interpol","Everything Is Wrong","September 2014"
"c50566d83fba17b20697039d5824db78","Kasabian","Fast Fuse","September 2014"
"c50566d83fba17b20697039d5824db78","Imperiet","Fat City","September 2014"
"c50566d83fba17b20697039d5824db78","The Black Keys","Fever","September 2014"
"c50566d83fba17b20697039d5824db78","Imperiet","Fred","September 2014"
"c50566d83fba17b20697039d5824db78","Thåström","Från himlen sänt","September 2014"
"c50566d83fba17b20697039d5824db78","Say Lou Lou","Games for Girls","September 2014"
"c50566d83fba17b20697039d5824db78","Beatrice Eli","Girls (Dante Remix)","September 2014"
"c50566d83fba17b20697039d5824db78","HAERTS","Giving Up","September 2014"
"c50566d83fba17b20697039d5824db78","The Black Keys","Gotta Get Away","September 2014"
"c50566d83fba17b20697039d5824db78","Lilla Namo","Haffa Guzz","September 2014"
"c50566d83fba17b20697039d5824db78","Broder Daniel","Hardened Heart","September 2014"
"c50566d83fba17b20697039d5824db78","Anna Bergendahl","Have A Heart","September 2014"
"c50566d83fba17b20697039d5824db78","UNKLE","Hold My Hand","September 2014"
"c50566d83fba17b20697039d5824db78","Imperiet","Holländskt porslin","September 2014"
"c50566d83fba17b20697039d5824db78","Nothing","Hymn to the Pillory","September 2014"
"c50566d83fba17b20697039d5824db78","Lilla Namo","Höj volymen","September 2014"
"c50566d83fba17b20697039d5824db78","Bebe Rexha","I Can't Stop Drinking About You","September 2014"
"c50566d83fba17b20697039d5824db78","Zhala","I'm In Love","September 2014"
"c50566d83fba17b20697039d5824db78","Nada Surf","If You Leave","September 2014"
"c50566d83fba17b20697039d5824db78","Little Jinder","Inga E Som Vi E","September 2014"
"c50566d83fba17b20697039d5824db78","Feist","Islands in the Stream","September 2014"
"c50566d83fba17b20697039d5824db78","Neon Bunny","It's You","September 2014"
"c50566d83fba17b20697039d5824db78","Tom Waits","Jockey Full Of Bourbon","September 2014"
"c50566d83fba17b20697039d5824db78","Say Lou Lou","Julian","September 2014"
"c50566d83fba17b20697039d5824db78","Atmosphere","Kanye West","September 2014"
"c50566d83fba17b20697039d5824db78","Imperiet","Kriget med mig själv","September 2014"
"c50566d83fba17b20697039d5824db78","Yung Lean","Kyoto (prod. Yung Gud)","September 2014"
"c50566d83fba17b20697039d5824db78","Kasabian","Ladies and Gentlemen (Roll the Dice)","September 2014"
"c50566d83fba17b20697039d5824db78","James Skelly & The Intenders","Love Will Find You","September 2014"
"c50566d83fba17b20697039d5824db78","The Raconteurs","Many Shades Of Black","September 2014"
"c50566d83fba17b20697039d5824db78","Imperiet","Moderna män","September 2014"
"c50566d83fba17b20697039d5824db78","Beatrice Eli","Moment of Clarity","September 2014"
"c50566d83fba17b20697039d5824db78","Interpol","My Blue Supreme","September 2014"
"c50566d83fba17b20697039d5824db78","Interpol","My Desire","September 2014"
"c50566d83fba17b20697039d5824db78","Constantines","Nighttime/Anytime (It's Alright)","September 2014"
"c50566d83fba17b20697039d5824db78","Lilla Namo","Ny bil","September 2014"
"c50566d83fba17b20697039d5824db78","Broder Daniel","Only Life I Know","September 2014"
"c50566d83fba17b20697039d5824db78","Lilly Wood and The Prick","Prayer in C - Robin Schulz Radio Edit","September 2014"
"c50566d83fba17b20697039d5824db78","Ariel Pink","Put Your Number In My Phone","September 2014"
"c50566d83fba17b20697039d5824db78","Karen O","Rapt","September 2014"
"c50566d83fba17b20697039d5824db78","Carl Barât","Run With The Boys","September 2014"
"c50566d83fba17b20697039d5824db78","Lucas Nord","Run on Love","September 2014"
"c50566d83fba17b20697039d5824db78","Interpol","Same Town, New Story","September 2014"
"c50566d83fba17b20697039d5824db78","A Great Big World","Say Something","September 2014"
"c50566d83fba17b20697039d5824db78","Frank Sinatra","Serenade In Blue","September 2014"
"c50566d83fba17b20697039d5824db78","The Coral","Shadows Fall","September 2014"
"c50566d83fba17b20697039d5824db78","The 1975","She Way Out","September 2014"
"c50566d83fba17b20697039d5824db78","Constantines","Shine A Light","September 2014"
"c50566d83fba17b20697039d5824db78","22-20s","Shoot Your Gun","September 2014"
"c50566d83fba17b20697039d5824db78","Linda Pira","Shu Katt","September 2014"
"c50566d83fba17b20697039d5824db78","The Horrors","So Now You Know","September 2014"
"c50566d83fba17b20697039d5824db78","Constantines","Soon Enough","September 2014"
"c50566d83fba17b20697039d5824db78","Bee Gees","Stayin' Alive (Remastered Album Version)","September 2014"
"c50566d83fba17b20697039d5824db78","Charli XCX","SuperLove","September 2014"
"c50566d83fba17b20697039d5824db78","Imperiet","Surabaya-Johnny","September 2014"
"c50566d83fba17b20697039d5824db78","Tove Lo","Talking Body","September 2014"
"c50566d83fba17b20697039d5824db78","Vanessa Paradis","The Dark It Comes","September 2014"
"c50566d83fba17b20697039d5824db78","Broder Daniel","The Middleclass","September 2014"
"c50566d83fba17b20697039d5824db78","Rebekka Karijord","The Noble Art Of Letting Go","September 2014"
"c50566d83fba17b20697039d5824db78","Underoath","There Could Be Nothing After This","September 2014"
"c50566d83fba17b20697039d5824db78","Karise Eden","Threads Of Silence","September 2014"
"c50566d83fba17b20697039d5824db78","Interpol","Tidal Wave","September 2014"
